2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (20, 91)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 149)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 150)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 151)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 152)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 153)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 154)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 155)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 156)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 157)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 158)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 159)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 160)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 161)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 162)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 163)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 164)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 165)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 166)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 167)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 168)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 169)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 170)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 171)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 172)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 173)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 174)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 175)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 176)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 177)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 178)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 179)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 180)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 181)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 182)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 183)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 184)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 185)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 186)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 187)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 188)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 189)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 190)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 191)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 192)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 193)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 194)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 195)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 196)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 197)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (74, 198)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado SUBE en (74, 199)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, -1)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 0)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 1)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 2)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 3)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 4)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 5)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 6)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 7)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 8)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 9)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 10)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 11)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 12)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 13)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 14)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 15)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 16)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 17)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 18)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 19)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 20)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 21)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 22)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 23)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 24)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 25)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 26)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 27)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 28)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 29)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 30)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 31)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 32)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 33)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 34)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 35)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 36)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 37)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 38)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 39)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 40)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 41)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 42)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 43)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 44)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 45)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 46)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 47)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 48)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 49)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 50)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 51)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 52)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 53)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 54)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 55)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 56)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 57)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 58)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 59)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 60)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 61)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 62)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 63)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 64)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 65)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 66)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 67)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 68)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 69)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 70)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 71)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 72)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 73)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 74)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 75)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 76)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 77)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 78)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 79)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 80)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 81)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 82)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 83)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 84)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 85)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 86)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 87)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 88)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 89)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 90)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 91)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 92)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 93)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 94)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 95)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 96)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 97)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 98)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 99)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 100)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 101)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 102)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 103)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 104)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 105)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 106)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 107)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 108)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 109)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 110)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 111)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 112)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 113)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 114)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 115)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 116)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 117)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 118)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 119)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 120)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 121)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 122)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 123)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 124)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 125)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 126)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 127)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 128)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 129)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 130)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 131)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 132)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 133)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 134)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 135)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 136)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 137)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 138)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 139)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 140)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 141)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 142)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 143)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 144)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 145)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 146)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 147)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 148)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 149)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 150)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (75, 151)
